,Order Date,Segment,Region,Category,Sub-Category,Sales,Day of Week,Day,Year,Month,Season
1822,2017-02-16,Corporate,Central,Furniture,Chairs,62.958,3,16,2017,2,Winter
1823,2017-02-16,Corporate,Central,Office Supplies,Paper,5.184,3,16,2017,2,Winter
1824,2017-12-22,Consumer,West,Office Supplies,Binders,31.32,4,22,2017,12,Winter
1825,2017-12-22,Consumer,West,Furniture,Furnishings,11.84,4,22,2017,12,Winter
1826,2017-12-22,Consumer,West,Furniture,Furnishings,22.784,4,22,2017,12,Winter
1827,2017-02-08,Home Office,South,Technology,Phones,1127.976,2,8,2017,2,Winter
1828,2016-07-13,Corporate,South,Office Supplies,Paper,38.88,2,13,2016,7,Summer
1829,2015-05-18,Consumer,East,Technology,Phones,779.796,0,18,2015,5,Spring
1830,2018-10-21,Home Office,Central,Technology,Phones,1439.92,6,21,2018,10,Autumn
1831,2018-10-21,Home Office,Central,Furniture,Tables,262.11,6,21,2018,10,Autumn
1832,2016-11-05,Corporate,South,Furniture,Chairs,207.0,5,5,2016,11,Autumn
1833,2018-08-01,Corporate,Central,Technology,Machines,1439.982,2,1,2018,8,Summer
1834,2018-08-01,Corporate,Central,Office Supplies,Paper,36.288,2,1,2018,8,Summer
1835,2015-06-21,Consumer,East,Office Supplies,Art,21.4,6,21,2015,6,Summer
1836,2018-02-19,Corporate,South,Office Supplies,Appliances,1245.86,0,19,2018,2,Winter
1837,2015-08-01,Corporate,South,Office Supplies,Labels,17.544,5,1,2015,8,Summer
1838,2015-08-01,Corporate,South,Furniture,Furnishings,44.128,5,1,2015,8,Summer
1839,2015-08-01,Corporate,South,Office Supplies,Appliances,62.92,5,1,2015,8,Summer
1840,2015-08-01,Corporate,South,Office Supplies,Paper,78.304,5,1,2015,8,Summer
1841,2017-07-18,Corporate,South,Furniture,Chairs,140.81,1,18,2017,7,Summer
1842,2016-02-09,Corporate,Central,Office Supplies,Labels,40.096,1,9,2016,2,Winter
1843,2016-02-09,Corporate,Central,Furniture,Furnishings,40.784,1,9,2016,2,Winter
1844,2018-07-29,Consumer,West,Technology,Accessories,90.57,6,29,2018,7,Summer
1845,2018-01-12,Home Office,East,Office Supplies,Paper,40.08,4,12,2018,1,Winter
1846,2018-01-12,Home Office,East,Furniture,Furnishings,37.68,4,12,2018,1,Winter
1847,2018-09-10,Corporate,West,Furniture,Chairs,362.352,0,10,2018,9,Autumn
1848,2018-09-10,Corporate,West,Office Supplies,Binders,7.184,0,10,2018,9,Autumn
1849,2016-07-20,Consumer,Central,Office Supplies,Storage,34.76,2,20,2016,7,Summer
1850,2016-07-20,Consumer,Central,Technology,Accessories,831.2,2,20,2016,7,Summer
1851,2016-07-20,Consumer,Central,Office Supplies,Paper,26.4,2,20,2016,7,Summer
1852,2016-07-20,Consumer,Central,Office Supplies,Envelopes,106.75,2,20,2016,7,Summer
1853,2016-07-20,Consumer,Central,Office Supplies,Paper,97.82,2,20,2016,7,Summer
1854,2016-07-20,Consumer,Central,Office Supplies,Storage,141.4,2,20,2016,7,Summer
1855,2015-06-13,Corporate,West,Office Supplies,Art,14.52,5,13,2015,6,Summer
1856,2018-05-12,Corporate,Central,Office Supplies,Storage,127.92,5,12,2018,5,Spring
1857,2018-05-12,Corporate,Central,Office Supplies,Binders,34.24,5,12,2018,5,Spring
1858,2016-09-03,Corporate,East,Office Supplies,Appliances,137.62,5,3,2016,9,Autumn
1859,2016-09-03,Corporate,East,Technology,Phones,100.49,5,3,2016,9,Autumn
1860,2018-03-26,Consumer,East,Furniture,Bookcases,257.568,0,26,2018,3,Spring
1861,2018-03-26,Consumer,East,Technology,Phones,119.96,0,26,2018,3,Spring
1862,2015-11-12,Consumer,Central,Office Supplies,Storage,49.632,3,12,2015,11,Autumn
1863,2017-10-13,Corporate,West,Furniture,Tables,727.45,4,13,2017,10,Autumn
1864,2017-10-13,Corporate,West,Furniture,Furnishings,24.96,4,13,2017,10,Autumn
1865,2018-11-12,Corporate,East,Technology,Phones,370.782,0,12,2018,11,Autumn
1866,2018-04-15,Corporate,West,Furniture,Furnishings,196.45,6,15,2018,4,Spring
1867,2016-06-25,Home Office,East,Office Supplies,Paper,31.104,5,25,2016,6,Summer
1868,2016-06-25,Home Office,East,Office Supplies,Storage,78.256,5,25,2016,6,Summer
1869,2017-08-26,Consumer,West,Office Supplies,Paper,6.48,5,26,2017,8,Summer
1870,2015-07-21,Corporate,West,Office Supplies,Art,99.2,1,21,2015,7,Summer
1871,2015-07-21,Corporate,West,Furniture,Chairs,801.568,1,21,2015,7,Summer
1872,2015-07-21,Corporate,West,Furniture,Tables,272.848,1,21,2015,7,Summer
1873,2018-11-21,Consumer,West,Furniture,Tables,70.98,2,21,2018,11,Autumn
1874,2015-06-04,Home Office,East,Office Supplies,Paper,16.224,3,4,2015,6,Summer
1875,2017-03-10,Consumer,East,Furniture,Bookcases,176.784,4,10,2017,3,Spring
1876,2018-03-25,Consumer,Central,Technology,Phones,470.376,6,25,2018,3,Spring
1877,2018-12-29,Consumer,West,Furniture,Chairs,393.568,5,29,2018,12,Winter
1878,2018-12-29,Consumer,West,Technology,Phones,302.376,5,29,2018,12,Winter
1879,2018-03-28,Corporate,South,Office Supplies,Binders,68.742,2,28,2018,3,Spring
1880,2016-03-05,Consumer,East,Office Supplies,Envelopes,29.34,5,5,2016,3,Spring
1881,2016-03-05,Consumer,East,Furniture,Chairs,383.607,5,5,2016,3,Spring
1882,2016-03-05,Consumer,East,Office Supplies,Storage,563.4,5,5,2016,3,Spring
1883,2017-11-13,Home Office,East,Office Supplies,Paper,217.056,0,13,2017,11,Autumn
1884,2018-01-19,Consumer,Central,Office Supplies,Labels,6.0,4,19,2018,1,Winter
1885,2017-04-22,Consumer,West,Furniture,Furnishings,31.56,5,22,2017,4,Spring
1886,2015-05-13,Home Office,South,Office Supplies,Fasteners,7.104,2,13,2015,5,Spring
1887,2015-05-13,Home Office,South,Office Supplies,Binders,398.352,2,13,2015,5,Spring
1888,2015-10-21,Consumer,East,Office Supplies,Appliances,121.792,2,21,2015,10,Autumn
1889,2015-10-21,Consumer,East,Furniture,Tables,409.59,2,21,2015,10,Autumn
1890,2015-03-14,Corporate,West,Office Supplies,Paper,10.56,5,14,2015,3,Spring
1891,2015-03-14,Corporate,West,Office Supplies,Art,3.38,5,14,2015,3,Spring
1892,2018-12-22,Consumer,South,Office Supplies,Envelopes,7.824,5,22,2018,12,Winter
1893,2017-11-24,Consumer,West,Office Supplies,Paper,24.784,4,24,2017,11,Autumn
1894,2018-12-02,Consumer,South,Office Supplies,Art,34.65,6,2,2018,12,Winter
1895,2016-12-31,Consumer,West,Office Supplies,Binders,487.984,5,31,2016,12,Winter
1896,2018-10-03,Consumer,Central,Office Supplies,Binders,1793.98,2,3,2018,10,Autumn
1897,2015-08-29,Consumer,South,Office Supplies,Envelopes,29.808,5,29,2015,8,Summer
1898,2015-08-29,Consumer,South,Office Supplies,Binders,505.176,5,29,2015,8,Summer
1899,2015-08-29,Consumer,South,Furniture,Tables,174.0585,5,29,2015,8,Summer
1900,2017-06-29,Consumer,South,Office Supplies,Storage,191.88,3,29,2017,6,Summer
1901,2017-08-20,Home Office,Central,Technology,Phones,14.78,6,20,2017,8,Summer
1902,2018-10-21,Corporate,West,Office Supplies,Paper,5.184,6,21,2018,10,Autumn
1903,2018-10-21,Corporate,West,Furniture,Chairs,478.48,6,21,2018,10,Autumn
1904,2018-10-21,Corporate,West,Technology,Accessories,28.4,6,21,2018,10,Autumn
1905,2018-10-21,Corporate,Central,Office Supplies,Storage,909.12,6,21,2018,10,Autumn
1906,2017-05-17,Corporate,South,Office Supplies,Binders,2.952,2,17,2017,5,Spring
1907,2017-05-17,Corporate,South,Office Supplies,Binders,27.018,2,17,2017,5,Spring
1908,2016-02-03,Corporate,West,Furniture,Furnishings,136.92,2,3,2016,2,Winter
1909,2018-12-18,Consumer,East,Furniture,Furnishings,18.96,1,18,2018,12,Winter
1910,2017-11-15,Corporate,West,Technology,Accessories,99.39,2,15,2017,11,Autumn
1911,2018-07-03,Corporate,Central,Office Supplies,Paper,273.896,1,3,2018,7,Summer
1912,2018-07-03,Corporate,Central,Technology,Machines,597.132,1,3,2018,7,Summer
1913,2015-01-15,Consumer,South,Technology,Accessories,149.95,3,15,2015,1,Winter
1914,2018-04-30,Home Office,South,Office Supplies,Labels,4.608,0,30,2018,4,Spring
1915,2018-04-30,Home Office,South,Office Supplies,Art,15.528,0,30,2018,4,Spring
1916,2018-04-30,Home Office,South,Office Supplies,Labels,11.952,0,30,2018,4,Spring
1917,2016-11-08,Consumer,East,Office Supplies,Art,11.65,1,8,2016,11,Autumn
1918,2016-10-30,Home Office,Central,Technology,Phones,299.9,6,30,2016,10,Autumn
1919,2018-08-17,Corporate,East,Office Supplies,Binders,895.92,4,17,2018,8,Summer
1920,2018-08-17,Corporate,East,Furniture,Chairs,462.564,4,17,2018,8,Summer
1921,2016-10-03,Corporate,East,Office Supplies,Storage,15.008,0,3,2016,10,Autumn
1922,2017-07-08,Corporate,Central,Technology,Phones,863.64,5,8,2017,7,Summer
1923,2017-07-08,Corporate,Central,Office Supplies,Art,47.616,5,8,2017,7,Summer
1924,2018-12-05,Consumer,West,Office Supplies,Paper,92.94,2,5,2018,12,Winter
1925,2018-03-09,Corporate,West,Technology,Accessories,199.98,4,9,2018,3,Spring
1926,2017-06-09,Consumer,West,Technology,Phones,177.48,4,9,2017,6,Summer
1927,2018-11-28,Consumer,West,Office Supplies,Paper,88.768,2,28,2018,11,Autumn
1928,2018-03-16,Home Office,West,Office Supplies,Paper,6.48,4,16,2018,3,Spring
1929,2018-03-16,Home Office,West,Office Supplies,Storage,46.51,4,16,2018,3,Spring
1930,2018-03-16,Home Office,West,Technology,Phones,659.976,4,16,2018,3,Spring
1931,2017-11-27,Consumer,West,Technology,Phones,271.992,0,27,2017,11,Autumn
1932,2018-08-06,Consumer,South,Furniture,Bookcases,145.74,0,6,2018,8,Summer
1933,2018-08-06,Consumer,South,Furniture,Furnishings,15.4,0,6,2018,8,Summer
1934,2018-11-27,Corporate,West,Office Supplies,Paper,244.55,1,27,2018,11,Autumn
1935,2018-11-27,Corporate,West,Technology,Accessories,166.16,1,27,2018,11,Autumn
1936,2016-05-25,Home Office,West,Furniture,Furnishings,14.73,2,25,2016,5,Spring
1937,2017-07-08,Consumer,West,Office Supplies,Binders,19.968,5,8,2017,7,Summer
1938,2017-07-08,Consumer,West,Office Supplies,Storage,33.488,5,8,2017,7,Summer
1939,2017-07-08,Consumer,West,Office Supplies,Binders,8.736,5,8,2017,7,Summer
1940,2017-07-08,Consumer,West,Furniture,Chairs,662.88,5,8,2017,7,Summer
1941,2018-08-29,Corporate,Central,Office Supplies,Labels,47.36,2,29,2018,8,Summer
1942,2018-08-29,Corporate,Central,Office Supplies,Storage,27.44,2,29,2018,8,Summer
1943,2018-08-29,Corporate,Central,Office Supplies,Binders,3.24,2,29,2018,8,Summer
1944,2017-06-20,Corporate,Central,Technology,Accessories,95.968,1,20,2017,6,Summer
1945,2017-06-20,Corporate,Central,Office Supplies,Paper,10.368,1,20,2017,6,Summer
1946,2018-09-02,Corporate,East,Office Supplies,Art,23.1,6,2,2018,9,Autumn
1947,2018-09-02,Corporate,East,Furniture,Furnishings,11.54,6,2,2018,9,Autumn
1948,2018-09-02,Corporate,East,Furniture,Tables,254.526,6,2,2018,9,Autumn
1949,2018-09-02,Corporate,East,Office Supplies,Appliances,12.98,6,2,2018,9,Autumn
1950,2018-09-02,Corporate,East,Office Supplies,Binders,26.432,6,2,2018,9,Autumn
1951,2018-09-02,Corporate,East,Technology,Phones,197.97,6,2,2018,9,Autumn
1952,2018-09-02,Corporate,East,Office Supplies,Labels,18.9,6,2,2018,9,Autumn
1953,2018-09-02,Corporate,East,Furniture,Chairs,1282.41,6,2,2018,9,Autumn
1954,2018-09-02,Corporate,East,Office Supplies,Art,4.92,6,2,2018,9,Autumn
1955,2018-09-02,Corporate,East,Technology,Accessories,238.0,6,2,2018,9,Autumn
1956,2018-09-02,Corporate,East,Technology,Accessories,167.97,6,2,2018,9,Autumn
1957,2018-09-02,Corporate,East,Office Supplies,Paper,17.12,6,2,2018,9,Autumn
1958,2018-09-10,Consumer,Central,Office Supplies,Binders,16.2,0,10,2018,9,Autumn
1959,2018-09-10,Consumer,Central,Office Supplies,Appliances,33.99,0,10,2018,9,Autumn
1960,2018-09-10,Consumer,Central,Technology,Accessories,296.85,0,10,2018,9,Autumn
1961,2018-09-10,Consumer,Central,Technology,Accessories,112.8,0,10,2018,9,Autumn
1962,2018-09-10,Consumer,Central,Office Supplies,Binders,13.71,0,10,2018,9,Autumn
1963,2018-09-10,Consumer,Central,Office Supplies,Paper,24.9,0,10,2018,9,Autumn
1964,2018-09-10,Consumer,Central,Office Supplies,Storage,286.29,0,10,2018,9,Autumn
1965,2018-09-10,Consumer,Central,Office Supplies,Appliances,24.18,0,10,2018,9,Autumn
1966,2018-12-21,Consumer,East,Technology,Phones,281.97,4,21,2018,12,Winter
1967,2018-12-21,Consumer,East,Office Supplies,Supplies,69.5,4,21,2018,12,Winter
1968,2018-12-21,Consumer,East,Office Supplies,Paper,166.44,4,21,2018,12,Winter
1969,2018-09-23,Consumer,Central,Technology,Accessories,291.96,6,23,2018,9,Autumn
1970,2018-05-06,Home Office,Central,Office Supplies,Art,6.408,6,6,2018,5,Spring
1971,2018-05-06,Home Office,Central,Technology,Accessories,408.744,6,6,2018,5,Spring
1972,2015-12-14,Consumer,Central,Office Supplies,Binders,5.104,0,14,2015,12,Winter
1973,2015-12-14,Consumer,Central,Office Supplies,Fasteners,2.896,0,14,2015,12,Winter
1974,2015-12-14,Consumer,Central,Technology,Accessories,35.016,0,14,2015,12,Winter
1975,2015-10-18,Corporate,South,Office Supplies,Storage,275.97,6,18,2015,10,Autumn
1976,2015-10-18,Corporate,South,Technology,Phones,1394.95,6,18,2015,10,Autumn
1977,2015-10-18,Corporate,South,Furniture,Chairs,545.88,6,18,2015,10,Autumn
1978,2016-05-08,Consumer,West,Office Supplies,Art,5.248,6,8,2016,5,Spring
1979,2017-04-14,Consumer,West,Furniture,Chairs,933.536,4,14,2017,4,Spring
1980,2017-04-14,Consumer,West,Office Supplies,Storage,42.976,4,14,2017,4,Spring
1981,2016-12-14,Corporate,South,Office Supplies,Binders,3.76,2,14,2016,12,Winter
1982,2015-12-03,Consumer,Central,Technology,Phones,479.96,3,3,2015,12,Winter
1983,2015-11-25,Corporate,West,Office Supplies,Appliances,320.88,2,25,2015,11,Autumn
1984,2015-11-25,Corporate,West,Furniture,Furnishings,23.88,2,25,2015,11,Autumn
1985,2015-11-25,Corporate,West,Office Supplies,Paper,26.76,2,25,2015,11,Autumn
1986,2017-07-25,Consumer,East,Technology,Copiers,1439.976,1,25,2017,7,Summer
1987,2016-11-09,Consumer,Central,Office Supplies,Binders,17.22,2,9,2016,11,Autumn
1988,2016-11-09,Consumer,Central,Furniture,Tables,1024.38,2,9,2016,11,Autumn
1989,2016-11-09,Consumer,Central,Office Supplies,Envelopes,26.22,2,9,2016,11,Autumn
1990,2016-11-09,Consumer,Central,Office Supplies,Paper,17.34,2,9,2016,11,Autumn
1991,2018-02-24,Consumer,East,Office Supplies,Binders,4.956,5,24,2018,2,Winter
1992,2018-06-25,Home Office,West,Office Supplies,Labels,71.04,0,25,2018,6,Summer
1993,2018-06-25,Home Office,West,Office Supplies,Art,5.344,0,25,2018,6,Summer
1994,2018-06-25,Home Office,West,Office Supplies,Fasteners,11.304,0,25,2018,6,Summer
1995,2018-12-02,Consumer,Central,Office Supplies,Appliances,294.62,6,2,2018,12,Winter
1996,2018-12-02,Consumer,Central,Furniture,Furnishings,8.752,6,2,2018,12,Winter
1997,2015-02-06,Corporate,South,Office Supplies,Labels,15.0,4,6,2015,2,Winter
1998,2015-02-06,Corporate,South,Technology,Phones,161.61,4,6,2015,2,Winter
1999,2015-02-06,Corporate,South,Technology,Phones,144.95,4,6,2015,2,Winter
2000,2018-04-11,Consumer,West,Technology,Accessories,199.95,2,11,2018,4,Spring
2001,2018-04-11,Consumer,West,Office Supplies,Art,41.86,2,11,2018,4,Spring
2002,2018-12-25,Consumer,South,Office Supplies,Storage,95.94,1,25,2018,12,Winter
2003,2018-12-25,Consumer,South,Furniture,Chairs,304.45,1,25,2018,12,Winter
2004,2018-04-11,Home Office,Central,Office Supplies,Binders,11.364,2,11,2018,4,Spring
2005,2015-12-31,Corporate,Central,Office Supplies,Art,29.68,3,31,2015,12,Winter
2006,2015-12-31,Corporate,Central,Technology,Accessories,47.53,3,31,2015,12,Winter
2007,2018-08-03,Consumer,Central,Furniture,Bookcases,183.372,4,3,2018,8,Summer
2008,2015-11-15,Consumer,South,Office Supplies,Art,4.224,6,15,2015,11,Autumn
2009,2015-11-15,Consumer,South,Office Supplies,Appliances,333.056,6,15,2015,11,Autumn
2010,2015-11-15,Consumer,South,Office Supplies,Paper,24.896,6,15,2015,11,Autumn
2011,2016-12-11,Consumer,Central,Technology,Accessories,159.984,6,11,2016,12,Winter
2012,2016-12-11,Consumer,Central,Office Supplies,Storage,46.344,6,11,2016,12,Winter
2013,2017-09-18,Consumer,South,Furniture,Chairs,350.98,0,18,2017,9,Autumn
2014,2017-09-18,Consumer,South,Office Supplies,Paper,13.08,0,18,2017,9,Autumn
2015,2017-09-18,Consumer,South,Office Supplies,Storage,900.08,0,18,2017,9,Autumn
2016,2016-03-19,Consumer,West,Office Supplies,Binders,17.568,5,19,2016,3,Spring
2017,2016-03-19,Consumer,West,Office Supplies,Labels,14.62,5,19,2016,3,Spring
2018,2016-03-19,Consumer,West,Office Supplies,Supplies,33.36,5,19,2016,3,Spring
2019,2016-03-19,Consumer,West,Office Supplies,Paper,40.14,5,19,2016,3,Spring
2020,2017-09-19,Home Office,East,Office Supplies,Storage,1606.23,1,19,2017,9,Autumn
2021,2017-09-19,Home Office,East,Office Supplies,Paper,17.04,1,19,2017,9,Autumn
2022,2017-09-19,Home Office,East,Office Supplies,Binders,49.53,1,19,2017,9,Autumn
2023,2017-09-19,Home Office,East,Furniture,Chairs,872.32,1,19,2017,9,Autumn
2024,2018-08-20,Consumer,West,Office Supplies,Binders,239.12,0,20,2018,8,Summer
2025,2016-03-13,Consumer,West,Furniture,Bookcases,141.96,6,13,2016,3,Spring
2026,2017-09-08,Home Office,West,Office Supplies,Binders,33.024,4,8,2017,9,Autumn
2027,2017-09-08,Home Office,West,Office Supplies,Binders,67.136,4,8,2017,9,Autumn
2028,2016-11-26,Corporate,East,Office Supplies,Binders,14.73,5,26,2016,11,Autumn
2029,2016-11-26,Corporate,East,Office Supplies,Storage,104.9,5,26,2016,11,Autumn
2030,2016-11-26,Corporate,East,Office Supplies,Binders,61.04,5,26,2016,11,Autumn
2031,2016-11-26,Corporate,East,Office Supplies,Paper,10.95,5,26,2016,11,Autumn
2032,2017-12-09,Corporate,Central,Office Supplies,Paper,9.392,5,9,2017,12,Winter
2033,2017-12-09,Corporate,Central,Office Supplies,Art,9.328,5,9,2017,12,Winter
2034,2018-09-25,Consumer,Central,Office Supplies,Binders,8.26,1,25,2018,9,Autumn
2035,2018-09-25,Consumer,Central,Furniture,Chairs,269.97,1,25,2018,9,Autumn
2036,2016-01-23,Home Office,West,Office Supplies,Paper,29.04,5,23,2016,1,Winter
2037,2016-01-23,Home Office,West,Office Supplies,Labels,14.62,5,23,2016,1,Winter
2038,2016-06-18,Home Office,West,Office Supplies,Paper,11.952,5,18,2016,6,Summer
2039,2016-06-18,Home Office,West,Office Supplies,Binders,4.536,5,18,2016,6,Summer
2040,2016-06-18,Home Office,West,Office Supplies,Binders,9.156,5,18,2016,6,Summer
2041,2016-06-18,Home Office,West,Furniture,Furnishings,75.36,5,18,2016,6,Summer
2042,2016-10-02,Corporate,West,Office Supplies,Binders,57.504,6,2,2016,10,Autumn
2043,2018-11-18,Corporate,East,Office Supplies,Art,38.864,6,18,2018,11,Autumn
2044,2015-08-17,Corporate,Central,Office Supplies,Paper,15.552,0,17,2015,8,Summer
2045,2017-07-17,Corporate,East,Office Supplies,Appliances,162.64,0,17,2017,7,Summer
2046,2017-07-17,Corporate,East,Technology,Phones,597.0,0,17,2017,7,Summer
2047,2017-07-17,Corporate,East,Office Supplies,Paper,55.48,0,17,2017,7,Summer
2048,2016-07-11,Consumer,East,Furniture,Furnishings,289.8,0,11,2016,7,Summer
2049,2016-07-11,Consumer,East,Office Supplies,Binders,2.502,0,11,2016,7,Summer
2050,2016-07-11,Consumer,East,Office Supplies,Binders,6.48,0,11,2016,7,Summer
2051,2016-07-11,Consumer,East,Furniture,Chairs,341.488,0,11,2016,7,Summer
2052,2016-07-11,Consumer,East,Office Supplies,Art,11.12,0,11,2016,7,Summer
2053,2016-07-11,Consumer,East,Furniture,Furnishings,25.344,0,11,2016,7,Summer
2054,2017-12-01,Consumer,Central,Furniture,Furnishings,17.31,4,1,2017,12,Winter
2055,2018-12-22,Consumer,Central,Technology,Accessories,199.95,5,22,2018,12,Winter
2056,2018-12-22,Consumer,Central,Furniture,Chairs,1586.69,5,22,2018,12,Winter
2057,2018-12-22,Consumer,Central,Technology,Accessories,84.99,5,22,2018,12,Winter
2058,2018-12-22,Consumer,Central,Furniture,Tables,411.8,5,22,2018,12,Winter
2059,2015-10-31,Corporate,West,Office Supplies,Fasteners,11.34,5,31,2015,10,Autumn
2060,2015-10-31,Corporate,West,Office Supplies,Storage,80.3,5,31,2015,10,Autumn
2061,2015-10-31,Corporate,West,Office Supplies,Binders,15.968,5,31,2015,10,Autumn
2062,2015-10-31,Corporate,West,Office Supplies,Paper,64.74,5,31,2015,10,Autumn
2063,2015-10-31,Corporate,West,Office Supplies,Binders,19.296,5,31,2015,10,Autumn
2064,2015-10-31,Corporate,West,Office Supplies,Storage,405.64,5,31,2015,10,Autumn
2065,2015-10-31,Corporate,West,Furniture,Chairs,146.352,5,31,2015,10,Autumn
2066,2015-10-31,Corporate,West,Technology,Accessories,251.91,5,31,2015,10,Autumn
2067,2015-10-31,Corporate,West,Office Supplies,Art,12.39,5,31,2015,10,Autumn
2068,2016-04-13,Consumer,West,Technology,Accessories,199.96,2,13,2016,4,Spring
2069,2016-04-13,Consumer,West,Furniture,Tables,710.832,2,13,2016,4,Spring
2070,2017-07-21,Corporate,East,Office Supplies,Binders,1.941,4,21,2017,7,Summer
2071,2018-11-20,Consumer,West,Furniture,Chairs,283.92,1,20,2018,11,Autumn
2072,2017-11-26,Corporate,West,Office Supplies,Binders,7.312,6,26,2017,11,Autumn
2073,2018-11-07,Home Office,West,Technology,Accessories,59.97,2,7,2018,11,Autumn
2074,2018-11-07,Home Office,West,Technology,Phones,761.544,2,7,2018,11,Autumn
2075,2015-12-01,Consumer,West,Furniture,Furnishings,58.2,1,1,2015,12,Winter
2076,2018-09-12,Consumer,East,Office Supplies,Paper,39.9,2,12,2018,9,Autumn
2077,2018-09-12,Consumer,East,Office Supplies,Appliances,90.86,2,12,2018,9,Autumn
2078,2018-09-12,Consumer,East,Office Supplies,Paper,94.85,2,12,2018,9,Autumn
2079,2016-12-24,Consumer,West,Office Supplies,Paper,106.232,5,24,2016,12,Winter
2080,2016-12-24,Consumer,West,Technology,Phones,111.984,5,24,2016,12,Winter
2081,2016-12-24,Consumer,West,Furniture,Furnishings,7.712,5,24,2016,12,Winter
2082,2018-02-23,Consumer,West,Office Supplies,Paper,37.44,4,23,2018,2,Winter
2083,2015-11-23,Home Office,Central,Office Supplies,Labels,23.68,0,23,2015,11,Autumn
2084,2017-06-23,Consumer,East,Office Supplies,Labels,122.12,4,23,2017,6,Summer
2085,2017-06-23,Consumer,East,Office Supplies,Labels,18.45,4,23,2017,6,Summer
2086,2017-06-23,Consumer,East,Office Supplies,Storage,324.9,4,23,2017,6,Summer
2087,2017-06-23,Consumer,East,Office Supplies,Paper,146.73,4,23,2017,6,Summer
2088,2017-06-23,Consumer,East,Office Supplies,Fasteners,3.96,4,23,2017,6,Summer
2089,2016-10-26,Corporate,West,Office Supplies,Labels,5.76,2,26,2016,10,Autumn
2090,2018-07-15,Consumer,East,Office Supplies,Binders,26.55,6,15,2018,7,Summer
2091,2018-07-15,Consumer,East,Furniture,Tables,310.443,6,15,2018,7,Summer
2092,2015-11-17,Home Office,Central,Furniture,Chairs,479.9,1,17,2015,11,Autumn
2093,2016-04-13,Consumer,West,Office Supplies,Supplies,12.88,2,13,2016,4,Spring
2094,2016-11-25,Consumer,South,Office Supplies,Art,13.12,4,25,2016,11,Autumn
2095,2017-05-15,Home Office,South,Office Supplies,Binders,511.84,0,15,2017,5,Spring
2096,2017-05-15,Home Office,South,Office Supplies,Art,91.96,0,15,2017,5,Spring
2097,2017-05-15,Home Office,South,Office Supplies,Art,8.34,0,15,2017,5,Spring
2098,2018-09-07,Consumer,West,Office Supplies,Storage,37.68,4,7,2018,9,Autumn
2099,2018-09-07,Consumer,West,Technology,Accessories,279.944,4,7,2018,9,Autumn
2100,2015-03-10,Consumer,West,Office Supplies,Storage,636.408,1,10,2015,3,Spring
2101,2015-03-10,Consumer,West,Office Supplies,Art,83.168,1,10,2015,3,Spring
2102,2015-07-18,Home Office,West,Furniture,Chairs,259.136,5,18,2015,7,Summer
2103,2018-03-24,Corporate,East,Office Supplies,Paper,221.92,5,24,2018,3,Spring
2104,2018-03-24,Corporate,East,Technology,Accessories,26.0,5,24,2018,3,Spring
2105,2015-09-30,Consumer,South,Office Supplies,Paper,15.552,2,30,2015,9,Autumn
2106,2015-09-26,Corporate,Central,Office Supplies,Binders,0.876,5,26,2015,9,Autumn
2107,2016-10-31,Consumer,West,Office Supplies,Paper,19.98,0,31,2016,10,Autumn
2108,2016-10-31,Consumer,West,Office Supplies,Binders,398.352,0,31,2016,10,Autumn
2109,2016-10-31,Consumer,West,Office Supplies,Art,5.04,0,31,2016,10,Autumn
2110,2016-10-31,Consumer,West,Office Supplies,Fasteners,17.45,0,31,2016,10,Autumn
2111,2016-10-31,Consumer,West,Furniture,Chairs,323.136,0,31,2016,10,Autumn
2112,2016-10-31,Consumer,West,Office Supplies,Supplies,29.7,0,31,2016,10,Autumn
2113,2016-10-31,Consumer,West,Technology,Phones,1295.84,0,31,2016,10,Autumn
2114,2016-10-31,Consumer,West,Office Supplies,Storage,46.84,0,31,2016,10,Autumn
2115,2016-10-31,Consumer,West,Furniture,Bookcases,425.833,0,31,2016,10,Autumn
2116,2016-10-12,Consumer,East,Furniture,Tables,209.67,2,12,2016,10,Autumn
2117,2017-09-19,Consumer,West,Office Supplies,Paper,159.88,1,19,2017,9,Autumn
2118,2018-04-13,Corporate,West,Office Supplies,Paper,5.28,4,13,2018,4,Spring
2119,2018-04-13,Corporate,West,Office Supplies,Binders,895.92,4,13,2018,4,Spring
2120,2018-01-07,Consumer,South,Office Supplies,Binders,2.808,6,7,2018,1,Winter
2121,2018-11-09,Corporate,West,Furniture,Chairs,215.976,4,9,2018,11,Autumn
2122,2018-09-22,Home Office,Central,Furniture,Bookcases,241.96,5,22,2018,9,Autumn
2123,2018-09-22,Home Office,Central,Office Supplies,Labels,27.72,5,22,2018,9,Autumn
2124,2018-12-01,Home Office,East,Office Supplies,Envelopes,104.68,5,1,2018,12,Winter
2125,2018-12-01,Home Office,East,Technology,Phones,62.958,5,1,2018,12,Winter
2126,2015-06-23,Consumer,East,Technology,Accessories,86.376,1,23,2015,6,Summer
2127,2016-10-04,Home Office,East,Furniture,Furnishings,64.944,1,4,2016,10,Autumn
2128,2016-10-04,Home Office,East,Office Supplies,Paper,20.736,1,4,2016,10,Autumn
2129,2015-05-20,Corporate,East,Office Supplies,Appliances,33.28,2,20,2015,5,Spring
2130,2015-05-20,Corporate,East,Office Supplies,Art,38.52,2,20,2015,5,Spring
